tournament
AFC Asian Cup
African Cup of Nations
African Cup of Nations qualification
Al Ain International Cup
Arab Cup
CAFA Nations Cup
CONCACAF Nations League
COSAFA Cup
Canadian Shield
Copa América
Copa América qualification
FIFA Series
FIFA World Cup qualification
Friendly
Gold Cup
Gold Cup qualification
Gulf Cup
King's Cup
Kirin Cup
Oceania Nations Cup
Soccer Ashes
UEFA Euro
UEFA Euro qualification
UEFA Nations League
Unity Cup
